trade_key,diff_type,date,code,amount,price,jq_amount,l1a_amount,jq_price,l1a_price
2020-09-07|2020-09-07 9:30|603356.XSHG|buy#1,amount_diff,2020-09-07,603356.XSHG,,,28200.0,28600.0,14.64,14.64
2020-09-07|2020-09-07 every_bar|000951.XSHE|sell#1,amount_diff,2020-09-07,000951.XSHE,,,-33300.0,-33600.0,44.59,44.59
2020-09-08|2020-09-08 11:30|600172.XSHG|sell#1,amount_diff,2020-09-08,600172.XSHG,,,-126800.0,-128500.0,3.49,3.49
2020-09-09|2020-09-09 11:30|603356.XSHG|sell#1,amount_diff,2020-09-09,603356.XSHG,,,-28200.0,-28600.0,14.22,14.22
2020-09-09|2020-09-09 9:30|603077.XSHG|buy#1,amount_diff,2020-09-09,603077.XSHG,,,284100.0,287200.0,1.69,1.69
2020-09-09|2020-09-09 9:30|603077.XSHG|buy#2,amount_diff,2020-09-09,603077.XSHG,,,445600.0,450000.0,1.69,1.69
2020-09-10|2020-09-10 9:30|600145.XSHG|buy#1,amount_diff,2020-09-10,600145.XSHG,,,575900.0,582400.0,1.88,1.88
2020-09-11|2020-09-11 every_bar|600145.XSHG|sell#1,amount_diff,2020-09-11,600145.XSHG,,,-575900.0,-582400.0,1.78,1.78
2020-09-11|2020-09-11 every_bar|603077.XSHG|sell#1,amount_diff,2020-09-11,603077.XSHG,,,-729700.0,-737200.0,1.5,1.5
2020-09-23|2020-09-23 9:30|002382.XSHE|buy#1,amount_diff,2020-09-23,002382.XSHE,,,25200.0,25500.0,25.18,25.18
2020-09-25|2020-09-25 11:25|002382.XSHE|sell#1,amount_diff,2020-09-25,002382.XSHE,,,-25200.0,-25500.0,23.79,23.79
2020-10-09|2020-10-09 9:30|000591.XSHE|buy#1,amount_diff,2020-10-09,000591.XSHE,,,134800.0,136200.0,4.88,4.88
2020-10-12|2020-10-12 11:25|000591.XSHE|sell#1,amount_diff,2020-10-12,000591.XSHE,,,-134800.0,-136200.0,5.17,5.17
2020-10-15|2020-10-15 9:30|002022.XSHE|buy#1,amount_diff,2020-10-15,002022.XSHE,,,30000.0,30300.0,21.68,21.68
2020-10-19|2020-10-19 11:25|002022.XSHE|sell#1,amount_diff,2020-10-19,002022.XSHE,,,-30000.0,-30300.0,20.08,20.08
2020-10-21|2020-10-21 9:30|002434.XSHE|buy#1,amount_diff,2020-10-21,002434.XSHE,,,57100.0,57700.0,11.27,11.27
2020-10-22|2020-10-22 11:25|002434.XSHE|sell#1,amount_diff,2020-10-22,002434.XSHE,,,-57100.0,-57700.0,11.64,11.64
2020-10-26|2020-10-26 9:30|002638.XSHE|buy#1,amount_diff,2020-10-26,002638.XSHE,,,741100.0,749100.0,1.41,1.41
2020-10-27|2020-10-27 11:25|002638.XSHE|sell#1,amount_diff,2020-10-27,002638.XSHE,,,-741100.0,-749100.0,1.51,1.51
2020-11-02|2020-11-02 9:30|600335.XSHG|buy#1,amount_diff,2020-11-02,600335.XSHG,,,108300.0,109400.0,6.02,6.02
2020-11-03|2020-11-03 11:25|600335.XSHG|sell#1,amount_diff,2020-11-03,600335.XSHG,,,-108300.0,-109400.0,6.36,6.36
2020-11-04|2020-11-04 9:30|601168.XSHG|buy#1,amount_diff,2020-11-04,601168.XSHG,,,63700.0,64300.0,10.41,10.41
2020-11-05|2020-11-05 11:25|601168.XSHG|sell#1,amount_diff,2020-11-05,601168.XSHG,,,-63700.0,-64300.0,10.71,10.71
2020-11-06|2020-11-06 9:30|002625.XSHE|buy#1,amount_diff,2020-11-06,002625.XSHE,,,29800.0,30100.0,22.5,22.5
2020-11-09|2020-11-09 14:50|002625.XSHE|sell#1,amount_diff,2020-11-09,002625.XSHE,,,-29800.0,-30100.0,22.75,22.75
2020-11-10|2020-11-10 9:30|000807.XSHE|buy#1,amount_diff,2020-11-10,000807.XSHE,,,99200.0,100200.0,6.95,6.95
2020-11-11|2020-11-11 11:25|000807.XSHE|sell#1,amount_diff,2020-11-11,000807.XSHE,,,-99200.0,-100200.0,7.44,7.44
2020-11-23|2020-11-23 9:30|600391.XSHG|buy#1,amount_diff,2020-11-23,600391.XSHG,,,27000.0,27300.0,25.58,25.58
2020-11-24|2020-11-24 9:30|600687.XSHG|buy#1,amount_diff,2020-11-24,600687.XSHG,,,789500.0,797800.0,1.0,1.0
2020-11-25|2020-11-25 13:01|600687.XSHG|sell#1,amount_diff,2020-11-25,600687.XSHG,,,-789500.0,-797800.0,0.97,0.97
2020-11-26|2020-11-26 11:25|600391.XSHG|sell#1,amount_diff,2020-11-26,600391.XSHG,,,-27000.0,-27300.0,24.28,24.28
2020-12-01|2020-12-01 9:30|000673.XSHE|buy#1,amount_diff,2020-12-01,000673.XSHE,,,551400.0,557300.0,1.39,1.39
2020-12-01|2020-12-01 9:30|002948.XSHE|buy#1,amount_diff,2020-12-01,002948.XSHE,,,122400.0,123700.0,5.52,5.52
2020-12-01|2020-12-01 9:30|600291.XSHG|buy#1,amount_diff,2020-12-01,600291.XSHG,,,133200.0,134600.0,5.75,5.75
2020-12-02|2020-12-02 11:25|000673.XSHE|sell#1,amount_diff,2020-12-02,000673.XSHE,,,-551400.0,-557300.0,1.44,1.44
2020-12-02|2020-12-02 11:25|600291.XSHG|sell#1,amount_diff,2020-12-02,600291.XSHG,,,-133200.0,-134600.0,6.15,6.15
2020-12-04|2020-12-04 11:25|002948.XSHE|sell#1,amount_diff,2020-12-04,002948.XSHE,,,-122400.0,-123700.0,7.08,7.08
2020-12-15|2020-12-15 9:30|600146.XSHG|buy#1,amount_diff,2020-12-15,600146.XSHG,,,631100.0,637000.0,1.38,1.38
2020-12-15|2020-12-15 9:30|603708.XSHG|buy#1,amount_diff,2020-12-15,603708.XSHG,,,29200.0,29600.0,25.59,25.59
2020-12-16|2020-12-16 11:25|603708.XSHG|sell#1,amount_diff,2020-12-16,603708.XSHG,,,-29200.0,-29600.0,26.32,26.32
2020-12-16|2020-12-16 9:30|600825.XSHG|buy#1,amount_diff,2020-12-16,600825.XSHG,,,167500.0,169100.0,5.12,5.12
2020-12-16|2020-12-16 every_bar|600146.XSHG|sell#1,amount_diff,2020-12-16,600146.XSHG,,,-631100.0,-637000.0,1.31,1.31
2020-12-17|2020-12-17 14:50|600825.XSHG|sell#1,amount_diff,2020-12-17,600825.XSHG,,,-167500.0,-169100.0,5.12,5.12
2020-12-21|2020-12-21 9:30|000585.XSHE|buy#1,amount_diff,2020-12-21,000585.XSHE,,,545400.0,551200.0,1.54,1.54
2020-12-21|2020-12-21 9:30|600110.XSHG|buy#1,amount_diff,2020-12-21,600110.XSHG,,,91000.0,92000.0,8.46,8.46
2020-12-22|2020-12-22 11:25|600110.XSHG|sell#1,amount_diff,2020-12-22,600110.XSHG,,,-91000.0,-92000.0,9.01,9.01
2020-12-22|2020-12-22 14:50|000585.XSHE|sell#1,amount_diff,2020-12-22,000585.XSHE,,,-545400.0,-551200.0,1.62,1.62
2020-12-28|2020-12-28 9:30|000027.XSHE|buy#1,amount_diff,2020-12-28,000027.XSHE,,,119400.0,120700.0,6.49,6.49
2020-12-30|2020-12-30 9:30|002467.XSHE|buy#1,amount_diff,2020-12-30,002467.XSHE,,,153000.0,154600.0,5.77,5.77
2020-12-31|2020-12-31 11:25|000027.XSHE|sell#1,amount_diff,2020-12-31,000027.XSHE,,,-119400.0,-120700.0,6.1,6.1
2020-12-31|2020-12-31 11:25|002467.XSHE|sell#1,amount_diff,2020-12-31,002467.XSHE,,,-153000.0,-154600.0,5.87,5.87
